name,Team,team,liga,PrimaryPos,ifi_min,Layer_speed,Layer_burst,Layer_otip,Layer_bip,physical score,sc_profile,OBV_Total Impact,OBV_Impact per 90,OBV_Shooting,OBV_Final Ball,OBV_Pen Area,OBV_Carries,OBV_Buildup Pass,OBV_Defense,position,pct_ballprogression,pct_build_up,pct_vertikalitaet,pct_ballsicherheit,pct_proaktives_verteidigen,pct_reaktives_verteidigen,pct_kopfball_defensiv,pct_kopfball_offensiv,pct_clean_defending,pct_buildup,pct_flankenspiel,pct_kreativitaet,pct_zweikampfdef,pct_offensives1v1,pct_ballgewinnen,pct_dribbling,pct_torgefahr,pct_pressing,pct_vorlagengeber,pct_reaktivesverteidigen,pct_poaching,pct_abschlussprofil,pct_zielspieler,pct_balltreiben,name_norm,team_norm,Fit_Kompletter IV,Fit_Spielaufbauender IV,Fit_Absichernder IV,Fit_Physischer IV,Fit_Einfacher/Direkter IV,Index_Kompletter IV,Index_Spielaufbauender IV,Index_Absichernder IV,Index_Physischer IV,Index_Einfacher/Direkter IV,Fit_Einfacher AV,Fit_Spielaufbauender AV,Fit_Defensiver AV,Fit_Kompletter AV,Fit_Dribbelstarker AV,Index_Einfacher AV,Index_Spielaufbauender AV,Index_Defensiver AV,Index_Kompletter AV,Index_Dribbelstarker AV,Fit_Dribbelspezialist,Fit_Einfacher Flügelspieler,Fit_Kompletter Flügelspieler,Fit_Kreativer Flügelspieler,Fit_Pressing-Flügelspieler,Index_Dribbelspezialist,Index_Einfacher Flügelspieler,Index_Kompletter Flügelspieler,Index_Kreativer Flügelspieler,Index_Pressing-Flügelspieler,Fit_Ballgewinnender 6er,Fit_Kreativer 8er/10er,Fit_Unauffälliger 8er,Fit_Torgefährlicher 10er,Fit_Einfacher Mittelfeldspieler,Fit_Spielaufbauender 6er,Index_Ballgewinnender 6er,Index_Kreativer 8er/10er,Index_Unauffälliger 8er,Index_Torgefährlicher 10er,Index_Einfacher Mittelfeldspieler,Index_Spielaufbauender 6er,Fit_Einfacher Stürmer,Fit_Kreativer Stürmer,Fit_Pressender Stürmer,Fit_Kompletter Knipser,Fit_Zielspieler,Index_Einfacher Stürmer,Index_Kreativer Stürmer,Index_Pressender Stürmer,Index_Kompletter Knipser,Index_Zielspieler,sc_liga,sc_pos,sc_min
R. Macek,Mladá Boleslav,Mladá Boleslav,Chance Liga Tschechien,RDMF,2415,19.68390804597701,36.990304190010264,42.733990147783246,14.43965517241379,14.43965517241379,—,53.1,54.8,48.6,62.4,50.4,46.7,69.5,53.0,Midfielder,80.72289156626506,,95.18072289156626,53.01204819277109,,,,,,98.79518072289156,,79.51807228915662,91.56626506024097,,90.36144578313254,,42.168674698795186,,80.72289156626506,90.36144578313254,,,,,r. macek,mladá boleslav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7829839704069,21.356350184956842,8.286066584463626,2.19482120838471,7.7188655980271275,97.73119605425401,1.5972587944778152,0.39294376929217784,0.5004177459256003,-0.4193655428837064,1.0598094674920497,1.779412147998025,,,,,,,,,,,Chance Liga Tschechien,Midfielder,2415
S. Vu,Fortuna Düsseldorf II,Fortuna Düsseldorf II,Regionalliga West,RCMF,2414,68.60632183908045,84.97227911164035,62.86945812807882,64.91379310344828,62.86945812807882,Emerging Talent,48.2,44.3,47.2,51.5,47.0,40.8,51.5,47.6,Midfielder,41.02564102564102,,73.07692307692307,39.743589743589745,,,,,,57.692307692307686,,43.58974358974359,35.8974358974359,,56.41025641025641,,24.358974358974358,,29.48717948717949,41.02564102564102,,,,,s. vu,fortuna düsseldorf ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.11467324290999,50.40690505548705,93.44019728729963,59.03822441430333,86.14056720098644,90.8754623921085,0.19827243575099912,-0.46481113479072755,-0.25987997849832756,-0.6430798766684218,-0.07211444710953481,0.20988066818662146,,,,,,,,,,,Regionalliga West,Midfielder,2414
A. Molnár,Raków Częstochowa,MTK,NB I Ungarn,RW,2414,79.53795379537952,87.73701624502857,53.371051390853374,68.97689768976899,53.371051390853374,Raw Athlete,,,,,,,,,Winger,70.96774193548387,,,,,,,,,25.806451612903224,67.74193548387096,41.935483870967744,,,,93.54838709677419,83.87096774193549,12.903225806451612,,,,,,,a. molnár,mtk,,,,,,,,,,,,,,,,,,,,,99.13360693114454,58.41313269493844,80.89375284997719,65.11627906976744,38.62289101687186,0.5465588026433448,0.9224419551570955,0.2581534913831297,-0.13464778341467565,-0.7671648524935802,,,,,,,,,,,,,,,,,,,,,,,NB I Ungarn,Winger,2414
A. Azhil,Borussia Dortmund II,Borussia Dortmund II,Regionalliga West,RDMF,2414,65.80459770114942,83.16891942784588,73.58374384236451,54.52586206896552,54.52586206896552,Emerging Talent,52.9,50.4,51.5,58.4,50.1,56.3,51.1,53.6,Midfielder,83.33333333333334,,42.30769230769231,82.05128205128204,,,,,,83.33333333333334,,80.76923076923077,22.435897435897438,,42.30769230769231,,30.76923076923077,,71.7948717948718,85.8974358974359,,,,,a. azhil,borussia dortmund ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.760789149198516,87.32429099876695,89.1245376078915,43.00863131935881,36.621454993834774,94.62392108508014,0.30530246337914296,0.5763590738910311,0.7929530239748349,-0.2628210501684601,1.029447954932647,0.541447290422736,,,,,,,,,,,Regionalliga West,Midfielder,2414
T. Heß,Nürnberg II,Nürnberg II,Regionalliga Bayern,LB,2414,42.46424642464246,79.41769510546033,67.75106082036775,45.94059405940594,42.46424642464246,Emerging Talent,48.6,46.9,53.3,49.5,57.0,54.0,48.9,54.4,Fullback,31.08108108108108,,5.405405405405405,,,,,,,9.45945945945946,37.83783783783784,31.08108108108108,37.83783783783784,55.4054054054054,28.37837837837838,,,,,,,,,,t. heß,nürnberg ii,,,,,,,,,,,86.66666666666667,41.40845070422535,99.53051643192488,28.388106416275434,74.17840375586854,-0.5074454318088677,-0.84767551920344,0.320573224303449,-0.6956591703363232,-0.313944435295407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regionalliga Bayern,Fullback,2414
Y. Mallı,Mainz 05 II,Mainz 05 II,Regionalliga Südwest,RCMF,2414,31.9683908045977,68.75968415313875,32.112068965517246,43.44827586206897,31.9683908045977,—,46.7,55.0,65.2,68.0,52.8,48.7,48.0,44.5,Midfielder,72.36842105263158,,44.73684210526316,55.26315789473685,,,,,,42.10526315789473,,75.0,21.052631578947366,,11.842105263157894,,64.47368421052632,,85.52631578947368,26.31578947368421,,,,,y. mallı,mainz 05 ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.400739827373613,99.06288532675708,72.62638717632552,84.43896424167694,31.393341553637484,63.748458692971646,-0.6888550738886602,0.8157436708184644,0.3590279277921728,0.45228216668713994,-0.625547935489773,0.09000115999593122,,,,,,,,,,,Regionalliga Südwest,Midfielder,2414
José Pedro,União de Leiria,União de Leiria,Liga Portugal 2,LCB,2414,39.464882943143806,83.97585377686235,59.053989488772096,65.08361204013377,39.464882943143806,Emerging Talent,46.1,50.3,54.2,47.2,49.9,51.8,59.4,46.9,Central Defender,62.06896551724138,72.41379310344827,8.045977011494253,100.0,45.97701149425287,70.6896551724138,37.93103448275862,74.71264367816092,52.87356321839081,,,,,,,,,,,,,,,,josé pedro,união de leiria,91.7,56.3,89.3,29.8,19.0,68.13341066047742,53.226624592108486,82.8305135154977,47.46374383117077,8.045977011494253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liga Portugal 2,Central Defender,2414
G. Norlin,Miedź Legnica,Łódzki KS,1. Liga Polen (2. Liga),LWB,2413,68.53685368536854,63.09287424032827,45.59170202734559,76.96369636963695,45.59170202734559,Emerging Talent,,,,,,,,,Fullback,13.636363636363635,,31.818181818181817,,,,,,,39.39393939393939,28.78787878787879,78.78787878787878,62.121212121212125,48.484848484848484,56.060606060606055,,,,,,,,,,g. norlin,łódzki ks,,,,,,,,,,,93.02034428794992,52.33176838810641,91.92488262910798,60.84507042253521,84.56964006259781,0.08480828111367254,-0.5810903097739866,0.08572085686644002,-0.23995892435896046,-0.16841490263025127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Liga Polen (2. Liga),Fullback,2413
A. Hrustić,,Heracles,Eredivisie Niederlande,RCMF,2413,53.951149425287355,52.04900540160541,47.04433497536946,67.37068965517241,47.04433497536946,—,,,,,,,,,Midfielder,66.66666666666666,,55.952380952380956,66.66666666666666,,,,,,65.47619047619048,,80.95238095238095,3.571428571428571,,7.142857142857142,,42.857142857142854,,84.52380952380952,30.952380952380953,,,,,a. hrustić,heracles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.71516646115906,90.28360049321826,53.21824907521579,74.2786683107275,31.072749691738593,46.90505548705302,-0.820910975021516,0.630722634996224,0.1522617059623779,0.012817962098862039,-0.14433817204222826,-0.07507855295701528,,,,,,,,,,,Eredivisie Niederlande,Midfielder,2413
K. Corredor,Nantes,Darmstadt 98,2. Bundesliga,AMF,2413,78.8074712643678,52.02114104431038,19.704433497536943,69.35344827586206,19.704433497536943,Emerging Talent,,,,,,,,,Midfielder,70.40816326530613,,11.224489795918368,74.48979591836735,,,,,,19.387755102040817,,80.61224489795919,68.36734693877551,,15.306122448979592,,83.6734693877551,,89.79591836734694,9.183673469387756,,,,,k. corredor,darmstadt 98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.568434032059187,90.70283600493218,32.42909987669544,90.77681874229346,20.517879161528978,11.8865598027127,-1.243417038944848,0.7703362546122403,0.3054540190181453,1.231999586149698,-2.0971508625896735,-0.5810681692072261,,,,,,,,,,,2. Bundesliga,Midfielder,2413
P. Banaszak,Śląsk Wrocław,Śląsk Wrocław,1. Liga Polen (2. Liga),CF,2413,69.53807740324594,66.8560234261638,35.79454253611557,61.048689138576776,35.79454253611557,—,49.6,53.0,78.8,53.7,68.7,59.5,43.7,51.2,Striker,,,,52.17391304347826,,,,,,,,39.130434782608695,,,19.565217391304348,,,,47.82608695652174,,58.69565217391305,91.30434782608695,19.565217391304348,58.69565217391305,p. banaszak,śląsk wrocław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.99602069239953,31.595702347791484,44.24990051730999,94.0708316752885,44.13052128929566,-0.3879663175996856,-0.5961251448611121,-0.5854507253610994,0.67104700193047,-0.525281071520274,1. Liga Polen (2. Liga),Striker,2413
D. Dongmo,Nacional,Petrolul 52,Superliga Rumänien,LCMF,2413,52.01149425287357,75.97271938193582,57.112068965517246,53.10344827586207,52.01149425287357,Emerging Talent,,,,,,,,,Midfielder,75.55555555555556,,67.77777777777779,91.11111111111111,,,,,,71.11111111111111,,60.0,73.33333333333333,,33.33333333333333,,11.11111111111111,,33.33333333333333,87.77777777777777,,,,,d. dongmo,petrolul 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.64118372379777,58.0517879161529,84.48828606658446,28.65598027127004,40.64118372379778,91.51664611590628,0.39539265369068916,0.04810553614198826,0.8197547458131431,-0.6556081796767305,1.1184951586476366,0.5281656031607266,,,,,,,,,,,Superliga Rumänien,Midfielder,2413
P. Treu,Freiburg,Freiburg,Bundesliga,RB,2413,59.185918591859185,54.16422509597899,56.81282413955681,35.24752475247524,35.24752475247524,—,50.2,42.5,50.3,53.0,52.1,52.2,50.7,49.9,Fullback,16.129032258064516,,9.67741935483871,,,,,,,9.67741935483871,14.516129032258066,14.516129032258066,17.741935483870968,38.70967741935484,8.064516129032258,,,,,,,,,,p. treu,freiburg,,,,,,,,,,,79.49921752738655,12.519561815336463,72.45696400625978,6.040688575899844,27.010954616588418,-0.7503702108160645,-1.246345056085336,-0.9199261748106831,-1.0643516279674388,-0.847601450530024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,Fullback,2413
K. Kraft,Barockstadt Fulda-Lehnerz,Barockstadt Fulda-Lehnerz,Regionalliga Südwest,RB,2412,77.33773377337734,68.5866673402034,29.137199434229135,55.11551155115512,29.137199434229135,Emerging Talent,46.3,49.7,48.3,59.3,51.4,44.0,46.1,66.2,Fullback,82.6086956521739,,78.26086956521739,,,,,,,94.20289855072464,69.56521739130434,62.31884057971014,91.30434782608695,52.17391304347826,81.15942028985508,,,,,,,,,,k. kraft,barockstadt fulda-lehnerz,,,,,,,,,,,18.591549295774648,82.41001564945228,23.599374021909235,96.4319248826291,50.923317683881066,0.5990640086969725,0.9601211013380426,1.1569307037817624,0.8560096529223128,0.5659874559318483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regionalliga Südwest,Fullback,2412
D. Meisel,Würzburger Kickers,Würzburger Kickers,Regionalliga Bayern,LDMF,2412,52.514367816091955,83.82446037746676,68.9039408866995,52.931034482758626,52.514367816091955,Emerging Talent,58.6,54.0,58.1,48.9,59.0,44.1,44.8,56.7,Midfielder,12.676056338028168,,5.633802816901409,8.450704225352112,,,,,,9.859154929577464,,5.633802816901409,90.14084507042254,,74.64788732394366,,87.32394366197182,,32.3943661971831,56.33802816901409,,,,,d. meisel,würzburger kickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.152897657213316,12.774352651048087,24.98150431565968,49.34648581997534,71.49198520345253,10.94944512946979,0.21806665531841762,-0.7140111353350158,-0.9295110531086314,0.39756280433462915,0.22773942452721982,-0.8352299194357176,,,,,,,,,,,Regionalliga Bayern,Midfielder,2412
C. Rahr,Hamburger SV II,St. Pauli II,Regionalliga Nord,LCB,2412,65.99777034559644,89.94664222243614,73.48303870043001,77.59197324414717,65.99777034559644,Complete Athlete,,,,,,,,,Central Defender,59.13978494623656,78.49462365591397,72.04301075268818,47.31182795698925,10.75268817204301,24.731182795698924,8.60215053763441,3.225806451612903,92.47311827956989,,,,,,,,,,,,,,,,c. rahr,st. pauli ii,13.8,85.9,32.0,3.5,60.4,40.59301597433678,73.6273159871512,48.99947013692048,17.951992613780003,72.04301075268818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regionalliga Nord,Central Defender,2412
E. Havel,Genoa,Hartberg,Österreichische Bundesliga,CF,2411,67.54057428214732,91.46149484459167,32.316746923488495,60.52434456928838,32.316746923488495,Raw Athlete,,,,,,,,,Striker,,,,2.5,,,,,,,,47.5,,,2.5,,,,42.5,,77.5,60.0,12.5,97.5,e. havel,hartberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.69319538400318,19.976124154397134,10.744130521289295,27.41742936729009,36.92797453243136,0.8435938108568972,-0.49015377117797954,-1.3207574556136819,-0.5318684160853785,-0.5390378988817486,Österreichische Bundesliga,Striker,2411
C. Belényesi,MTK,Kecskeméti TE,NB II Ungarn,CB,2411,,,,,,,,,,,,,,,Central Defender,38.15789473684211,47.368421052631575,27.631578947368425,72.36842105263158,82.89473684210526,46.05263157894737,71.05263157894737,30.263157894736842,52.63157894736842,,,,,,,,,,,,,,,,c. belényesi,kecskeméti te,87.9,66.7,97.0,87.9,58.4,54.830576091997294,41.65522069172015,61.08607178136059,56.59193629369308,27.631578947368425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB II Ungarn,Central Defender,2411
Álvaro Rodríguez,Bournemouth,Elche,La Liga Spanien,CF,2411,27.46566791510612,34.639900251010204,52.648475120385235,13.782771535580526,13.782771535580526,—,,,,,,,,,Striker,,,,50.0,,,,,,,,73.21428571428571,,,75.0,,,,82.14285714285714,,73.21428571428571,12.5,96.42857142857143,69.64285714285714,álvaro rodríguez,elche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09590131317151,84.36132113012336,70.19498607242339,72.94070831675289,94.42896935933148,0.1055642605122576,0.3086943222785735,0.21209880273250184,0.02009585171098352,1.1513018763444909,La Liga Spanien,Striker,2411
D. Simerský,Baník Ostrava II,Baník Ostrava II,FNL Tschechien (2. Liga),CB,2410,1.7837235228539576,1.2574481989774344,5.828953655040612,1.4046822742474914,1.2574481989774344,—,49.6,47.6,54.8,52.6,55.9,42.1,49.6,48.0,Central Defender,6.976744186046512,10.465116279069768,16.27906976744186,38.372093023255815,24.418604651162788,34.883720930232556,94.18604651162791,52.32558139534884,37.2093023255814,,,,,,,,,,,,,,,,d. simerský,baník ostrava ii,26.2,7.3,74.9,79.9,64.2,35.096647572687154,15.503801866672049,37.142629235978056,54.42715606566054,16.27906976744186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FNL Tschechien (2. Liga),Central Defender,2410
D. Hülsenbusch,Bochum,Bochum II,Regionalliga West,RCB,2410,38.01560758082497,57.961107653420584,27.71141901576684,29.96655518394649,27.71141901576684,—,,,,,,,,,Central Defender,17.647058823529413,56.470588235294116,35.294117647058826,91.76470588235294,30.58823529411765,32.94117647058823,87.05882352941177,75.29411764705883,24.705882352941178,,,,,,,,,,,,,,,,d. hülsenbusch,bochum ii,77.3,21.9,79.1,66.3,35.3,59.90150942965488,33.7922360475661,62.34528542432371,59.90871640718705,35.294117647058826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regionalliga West,Central Defender,2410
M. Lixandru,Al Fateh,FCS Bucureşti,Superliga Rumänien,RDMF,2410,26.580459770114942,45.43484089295065,69.24261083743842,33.53448275862068,26.580459770114942,—,,,,,,,,,Midfielder,72.22222222222221,,88.88888888888889,62.22222222222222,,,,,,98.88888888888889,,66.66666666666666,77.77777777777779,,84.44444444444444,,55.55555555555556,,76.66666666666667,63.33333333333333,,,,,m. lixandru,fcs bucureşti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.03822441430333,55.807644882860664,39.23551171393341,12.700369913686806,19.235511713933416,99.97533908754625,1.041012728044876,0.3396347162868119,0.4619075161101868,0.05182011098503165,0.3500021855910593,1.2990572127460998,,,,,,,,,,,Superliga Rumänien,Midfielder,2410
V. Lazaro,Al Ain,Torino,Serie A Italien,RWB,2410,54.12541254125413,82.3149393039775,41.11268269684111,57.35973597359735,41.11268269684111,Emerging Talent,,,,,,,,,Fullback,70.0,,62.857142857142854,,,,,,,74.28571428571429,64.28571428571429,34.285714285714285,44.285714285714285,40.0,32.857142857142854,,,,,,,,,,v. lazaro,torino,,,,,,,,,,,92.89514866979655,57.55868544600939,58.84194053208138,74.33489827856025,83.75586854460094,0.7299806791429446,-0.4191106033536035,-0.6775135933920146,0.029536388141321916,0.07696998776370116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Serie A Italien,Fullback,2410
K. Amoako,Hamburger SV,Dynamo Dresden,2. Bundesliga,LDMF,2409,33.54885057471264,22.21360910453864,27.216748768472907,11.594827586206895,11.594827586206895,—,,,,,,,,,Midfielder,8.16326530612245,,27.55102040816326,45.91836734693878,,,,,,27.55102040816326,,22.448979591836736,95.91836734693877,,77.55102040816327,,39.795918367346935,,28.57142857142857,73.46938775510205,,,,,k. amoako,dynamo dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.9580764488286,20.172626387176326,50.35758323057953,47.644882860665845,83.2059186189889,24.11837237977805,0.3317479300790729,-0.6262810367651818,-0.3827696950605258,-0.27919797088996434,0.6535368463171579,-0.665673264944784,,,,,,,,,,,2. Bundesliga,Midfielder,2409
B. Bröger,Fortuna Köln,Paderborn II,Regionalliga West,LCMF,2409,53.01724137931035,40.919088900525814,58.497536945812804,65.60344827586208,40.919088900525814,—,,,,,,,,,Midfielder,80.76923076923077,,28.205128205128204,98.71794871794873,,,,,,16.666666666666664,,76.92307692307693,67.94871794871796,,14.102564102564102,,65.38461538461539,,85.8974358974359,11.538461538461538,,,,,b. bröger,paderborn ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.352651048088779,95.26510480887794,60.61652281134402,61.775585696670774,18.150431565967942,37.731196054254006,-0.5835011716830085,0.9719360587324684,1.4163696726667343,0.595725123951339,-0.8309705351643492,-0.054992301147109623,,,,,,,,,,,Regionalliga West,Midfielder,2409
Simãozinho,Leixões,Leixões,Liga Portugal 2,LB,2409,,,,,,,43.4,53.0,52.5,57.6,53.9,37.7,42.2,65.7,Fullback,80.59701492537313,,98.50746268656717,,,,,,,85.07462686567165,43.28358208955223,61.19402985074627,73.13432835820896,61.19402985074627,85.07462686567165,,,,,,,,,,simãozinho,leixões,,,,,,,,,,,28.1377151799687,97.52738654147105,31.89358372456964,87.91862284820031,41.0641627543036,-0.1203587844086554,1.1892704795059044,0.37533861003525304,0.5249001738281853,0.2378369600280864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liga Portugal 2,Fullback,2409
T. Poll,Helmond Sport,Helmond Sport,Eerste Divisie Niederlande (2. Liga),LB,2408,85.69856985698569,80.50022408049281,54.926921263554924,88.84488448844884,54.926921263554924,Speed Demon,45.8,52.7,56.9,54.4,61.0,49.1,45.8,56.9,Fullback,70.37037037037037,,30.864197530864196,,,,,,,35.80246913580247,58.0246913580247,74.07407407407408,65.4320987654321,46.913580246913575,55.55555555555556,,,,,,,,,,t. poll,helmond sport,,,,,,,,,,,72.76995305164318,68.16901408450704,65.03912363067292,92.89514866979655,93.9280125195618,0.08357174603460285,-0.2350226956895738,0.2782223416613033,0.29611947703175,0.22566645524748524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eerste Divisie Niederlande (2. Liga),Fullback,2408
K. Behrens,Lugano,Lugano,Super League Schweiz,CF,2408,79.15106117353308,75.76768471923943,69.82343499197432,80.2996254681648,69.82343499197432,Complete Athlete,57.5,55.3,65.0,58.4,64.1,52.3,40.1,57.6,Striker,,,,59.09090909090909,,,,,,,,45.45454545454545,,,90.9090909090909,,,,65.9090909090909,,54.54545454545454,81.81818181818183,95.45454545454545,11.363636363636363,k. behrens,lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.87067250298448,37.44528452049343,55.78989255869479,86.90807799442896,68.9216076402706,-1.0739728368851589,-0.188201223833505,0.5359751048167882,0.9649979307789184,1.1778215260367357,Super League Schweiz,Striker,2408
A. Briedl,Aberdeen,Blau-Weiß Linz,Österreichische Bundesliga,LCMF,2408,42.31321839080459,89.67947246472458,70.25862068965519,60.689655172413794,42.31321839080459,Emerging Talent,,,,,,,,,Midfielder,44.827586206896555,,74.13793103448276,29.310344827586203,,,,,,65.51724137931035,,50.0,98.27586206896551,,74.13793103448276,,39.6551724137931,,58.620689655172406,77.58620689655173,,,,,a. briedl,blau-weiß linz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15289765721332,51.07274969173859,76.99136868064119,39.260172626387174,68.77928483353884,83.92108508014796,0.5992359030109794,-0.1865333454973812,-0.20193782112395103,-0.4395070477557636,0.4699704024929121,0.22194973824184508,,,,,,,,,,,Österreichische Bundesliga,Midfielder,2408
Z. Šarlija,Hajduk Split,Hajduk Split,HNL Kroatien,RCB,2408,66.88963210702342,70.53388992090096,56.71285236502628,56.45484949832776,56.45484949832776,—,51.0,49.0,48.6,51.9,51.9,59.9,61.9,51.5,Central Defender,29.411764705882355,78.43137254901961,23.52941176470588,98.0392156862745,82.35294117647058,31.372549019607842,80.3921568627451,56.86274509803921,23.52941176470588,,,,,,,,,,,,,,,,z. šarlija,hajduk split,89.6,26.8,65.2,50.3,14.6,69.59891565095836,41.690754893101705,64.97002969187774,62.60062860323457,23.52941176470588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNL Kroatien,Central Defender,2408
M. Mišković,Kapfenberger SV,Kapfenberger SV,2. Liga Österreich,LCMF,2408,20.977011494252874,68.86307145470327,47.22906403940886,33.060344827586206,20.977011494252874,—,54.4,51.8,48.3,44.3,46.6,36.2,56.3,52.7,Midfielder,54.385964912280706,,87.71929824561403,63.1578947368421,,,,,,85.96491228070175,,19.298245614035086,24.561403508771928,,92.98245614035088,,45.614035087719294,,26.31578947368421,98.24561403508771,,,,,m. mišković,kapfenberger sv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.00863131935882,3.2059186189889024,8.162762022194821,4.586929716399507,19.309494451294697,61.67694204685573,1.6947089628116059,-0.4872588330984963,-0.25835829591962045,-0.44855700409158605,1.9679225286774202,0.8401535736660042,,,,,,,,,,,2. Liga Österreich,Midfielder,2408
S. Jalal,Viborg,Viborg,Superliga Dänemark,RWF,2407,75.13751375137514,63.00994114844042,59.735973597359745,55.24752475247525,55.24752475247525,Emerging Talent,52.5,51.5,56.0,56.4,59.4,51.0,44.1,52.3,Winger,33.33333333333333,,,,,,,,,20.0,23.333333333333332,40.0,,,,83.33333333333334,23.333333333333332,76.66666666666667,,,,,,,s. jalal,viborg,,,,,,,,,,,,,,,,,,,,,93.84404924760602,85.27131782945736,46.96762425900593,44.09484724122207,70.49703602371181,0.28316919157270215,-0.2866324527722279,-0.28025415958414374,-0.6355206777996676,-0.1797268491146504,,,,,,,,,,,,,,,,,,,,,,,Superliga Dänemark,Winger,2407
A. Borza,Çorum FK,Rapid Bucureşti,Superliga Rumänien,LB,2407,36.633663366336634,82.64646185968675,29.7029702970297,43.696369636963695,29.7029702970297,Emerging Talent,,,,,,,,,Fullback,68.75,,25.0,,,,,,,31.25,73.4375,82.8125,92.1875,60.9375,39.0625,,,,,,,,,,a. borza,rapid bucureşti,,,,,,,,,,,51.611893583724566,74.05320813771517,69.2018779342723,90.51643192488264,90.07824726134585,0.4543797124540905,-0.008680676102838014,1.3872090387140712,0.2817381342037903,0.2720406801635994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Superliga Rumänien,Fullback,2407
Á. Martino,CSKA Sofia,CSKA Sofia,Parva Liga Bulgarien,LB,2407,67.76677667766776,81.86422017397973,69.3069306930693,83.89438943894389,67.76677667766776,Complete Athlete,42.6,47.9,49.9,50.9,54.7,42.4,42.8,58.5,Fullback,71.1864406779661,,49.152542372881356,,,,,,,55.932203389830505,55.932203389830505,38.983050847457626,45.76271186440678,86.4406779661017,88.13559322033898,,,,,,,,,,á. martino,cska sofia,,,,,,,,,,,60.46948356807512,93.1455399061033,62.31611893583725,76.33802816901408,80.3755868544601,-0.05615701160422544,0.41421215585645854,0.09998618176583572,0.03045542850367551,0.2878124586816643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parva Liga Bulgarien,Fullback,2407
O. Olewinski,Legia Warszawa,Pogoń Grod. Mazowiecki,1. Liga Polen (2. Liga),RWB,2407,51.59515951595159,74.56561413598189,32.814710042432814,54.32343234323432,32.814710042432814,—,,,,,,,,,Fullback,10.606060606060606,,21.21212121212121,,,,,,,21.21212121212121,60.60606060606061,50.0,71.21212121212122,57.57575757575758,24.242424242424242,,,,,,,,,,o. olewinski,pogoń grod. mazowiecki,,,,,,,,,,,78.7793427230047,28.043818466353677,85.63380281690141,30.735524256651015,77.15179968701096,0.7538002983578806,-0.8987855653171962,0.4018847281506795,-0.5311905859454943,-0.0893141371475249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Liga Polen (2. Liga),Fullback,2407
C. Lenz,Hoffenheim,Bochum,2. Bundesliga,RDMF,2407,38.07471264367816,68.10876110987569,56.650246305418726,45.474137931034484,38.07471264367816,—,,,,,,,,,Midfielder,28.57142857142857,,58.16326530612245,23.46938775510204,,,,,,59.183673469387756,,32.6530612244898,55.10204081632652,,17.346938775510203,,34.69387755102041,,9.183673469387756,80.61224489795919,,,,,c. lenz,bochum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.577065351418,37.55856966707768,77.63255240443895,75.04315659679408,98.15043156596795,44.784217016029594,-0.24795327099407258,-0.6072344407476574,-0.5853762558714121,-0.5138668152095496,0.8606149089375792,-0.4801787523924178,,,,,,,,,,,2. Bundesliga,Midfielder,2407
