name,Team,team,liga,PrimaryPos,ifi_min,Layer_speed,Layer_burst,Layer_otip,Layer_bip,physical score,sc_profile,OBV_Total Impact,OBV_Impact per 90,OBV_Shooting,OBV_Final Ball,OBV_Pen Area,OBV_Carries,OBV_Buildup Pass,OBV_Defense,position,pct_ballprogression,pct_build_up,pct_vertikalitaet,pct_ballsicherheit,pct_proaktives_verteidigen,pct_reaktives_verteidigen,pct_kopfball_defensiv,pct_kopfball_offensiv,pct_clean_defending,pct_buildup,pct_flankenspiel,pct_kreativitaet,pct_zweikampfdef,pct_offensives1v1,pct_ballgewinnen,pct_dribbling,pct_torgefahr,pct_pressing,pct_vorlagengeber,pct_reaktivesverteidigen,pct_poaching,pct_abschlussprofil,pct_zielspieler,pct_balltreiben,name_norm,team_norm,Fit_Kompletter IV,Fit_Spielaufbauender IV,Fit_Absichernder IV,Fit_Physischer IV,Fit_Einfacher/Direkter IV,Index_Kompletter IV,Index_Spielaufbauender IV,Index_Absichernder IV,Index_Physischer IV,Index_Einfacher/Direkter IV,Fit_Einfacher AV,Fit_Spielaufbauender AV,Fit_Defensiver AV,Fit_Kompletter AV,Fit_Dribbelstarker AV,Index_Einfacher AV,Index_Spielaufbauender AV,Index_Defensiver AV,Index_Kompletter AV,Index_Dribbelstarker AV,Fit_Dribbelspezialist,Fit_Einfacher Flügelspieler,Fit_Kompletter Flügelspieler,Fit_Kreativer Flügelspieler,Fit_Pressing-Flügelspieler,Index_Dribbelspezialist,Index_Einfacher Flügelspieler,Index_Kompletter Flügelspieler,Index_Kreativer Flügelspieler,Index_Pressing-Flügelspieler,Fit_Ballgewinnender 6er,Fit_Kreativer 8er/10er,Fit_Unauffälliger 8er,Fit_Torgefährlicher 10er,Fit_Einfacher Mittelfeldspieler,Fit_Spielaufbauender 6er,Index_Ballgewinnender 6er,Index_Kreativer 8er/10er,Index_Unauffälliger 8er,Index_Torgefährlicher 10er,Index_Einfacher Mittelfeldspieler,Index_Spielaufbauender 6er,Fit_Einfacher Stürmer,Fit_Kreativer Stürmer,Fit_Pressender Stürmer,Fit_Kompletter Knipser,Fit_Zielspieler,Index_Einfacher Stürmer,Index_Kreativer Stürmer,Index_Pressender Stürmer,Index_Kompletter Knipser,Index_Zielspieler,sc_liga,sc_pos,sc_min
L. Beltrán,River Plate,Valencia,La Liga Spanien,CF,1488,61.797752808988754,55.93485380666063,59.65757089352595,60.29962546816479,55.93485380666063,—,,,,,,,,,Striker,,,,82.14285714285714,,,,,,,,64.28571428571429,,,100.0,,,,46.42857142857143,,42.857142857142854,3.571428571428571,41.07142857142857,71.42857142857143,l. beltrán,valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.888579387186624,77.75567051333067,100.0,26.02467170712296,47.23438121766812,0.19399121671373695,0.1269325066782105,1.0412017670409517,-0.6704600469953753,-0.5580526825867668,La Liga Spanien,Striker,1488
A. Benali,Bochum U17,Bochum U17,U17 Bundesliga,RW,1488,74.6974697469747,94.81805210495823,47.85478547854785,54.917491749174914,47.85478547854785,Raw Athlete,54.6,68.4,64.2,60.9,66.7,62.8,42.0,54.0,Winger,55.78231292517006,,,,,,,,,1.3605442176870748,79.59183673469387,24.489795918367346,,,,91.83673469387756,97.95918367346938,27.89115646258503,,,,,,,a. benali,bochum u17,,,,,,,,,,,,,,,,,,,,,31.326949384404923,16.142270861833104,40.26447788417693,1.595987232102143,5.973552211582307,1.3322173843318186,2.617792772389446,0.44189380184951366,-0.8124016675761221,-0.6046369198680197,,,,,,,,,,,,,,,,,,,,,,,U17 Bundesliga,Winger,1488
T. Zornic,Hertha BSC U19,Hertha BSC U19,U19 Bundesliga,CF,1488,70.0374531835206,63.68849804035888,59.55056179775282,60.898876404494374,59.55056179775282,—,47.6,71.3,64.6,65.4,68.5,59.2,43.5,48.2,Striker,,,,76.14213197969542,,,,,,,,68.52791878172589,,,40.609137055837564,,,,98.98477157360406,,87.30964467005076,48.223350253807105,64.46700507614213,84.77157360406092,t. zornic,hertha bsc u19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.531237564663749,88.53959411062475,3.4222045364106646,10.147234381217668,8.674890569040986,1.4836545961743661,1.5063819751262555,0.13218044408730958,0.40487719423978796,0.5822639816023045,U19 Bundesliga,Striker,1488
Hugo Álvarez,Celta de Vigo,Celta de Vigo,La Liga Spanien,LWF,1488,50.82508250825082,54.535790387170486,41.81989627534182,41.45214521452145,41.45214521452145,—,45.0,43.4,50.8,58.0,57.1,54.3,42.7,46.0,Winger,92.64705882352942,,,,,,,,,70.58823529411765,51.470588235294116,69.11764705882352,,,,26.47058823529412,45.588235294117645,17.647058823529413,,,,,,,hugo álvarez,celta de vigo,,,,,,,,,,,,,,,,,,,,,67.94345645234839,40.40127678978568,78.47697218422253,90.37847697218422,36.342909256725946,-0.08606520047146562,-0.38628465553514435,0.30791894118194674,0.43712984009227907,-0.9438770695347848,,,,,,,,,,,,,,,,,,,,,,,La Liga Spanien,Winger,1488
J. Bahoya,Eintracht Frankfurt,Eintracht Frankfurt,Bundesliga,LAMF,1488,57.0957095709571,81.63987321717778,61.52758132956153,51.81518151815182,51.81518151815182,Emerging Talent,50.2,58.0,54.8,60.7,61.8,55.2,35.9,50.3,Winger,61.76470588235294,,,,,,,,,26.47058823529412,67.64705882352942,41.17647058823529,,,,76.47058823529412,50.0,70.58823529411765,,,,,,,j. bahoya,eintracht frankfurt,,,,,,,,,,,,,,,,,,,,,98.54081167350661,46.28362973096215,85.31691746466028,71.18103055175558,66.02827177382581,0.7389592584488283,0.011445941479489295,0.3281842898614225,-0.024736748330573877,0.3591951640095414,,,,,,,,,,,,,,,,,,,,,,,Bundesliga,Winger,1488
K. Daněk,LASK,LASK,Österreichische Bundesliga,RCMF,1488,88.93678160919539,74.56804641937404,85.12931034482759,94.13793103448276,74.56804641937404,Complete Athlete,43.6,57.8,59.5,58.2,59.9,50.1,39.8,42.7,Midfielder,75.86206896551724,,8.620689655172415,81.03448275862068,,,,,,17.24137931034483,,55.172413793103445,17.24137931034483,,32.758620689655174,,72.41379310344827,,91.37931034482759,17.24137931034483,,,,,k. daněk,lask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.013563501849568,93.31689272503083,60.073982737361284,96.37484586929716,33.51418002466091,26.165228113440197,-0.8809302398294102,0.679998777152755,0.37162970287842106,0.7207377958669934,-1.0549765785540735,-0.5017934586258025,,,,,,,,,,,Österreichische Bundesliga,Midfielder,1488
E. Viyachki,Marek,Arda,Parva Liga Bulgarien,LCB,1488,41.69453734671126,66.07368677390485,47.682752030578115,49.4314381270903,41.69453734671126,—,,,,,,,,,Central Defender,54.43037974683544,21.518987341772153,2.5316455696202533,100.0,20.253164556962027,1.2658227848101267,54.43037974683544,12.025316455696203,13.924050632911392,,,,,,,,,,,,,,,,e. viyachki,arda,23.5,8.0,53.1,3.2,26.4,45.34564014754582,27.238348809441447,55.46818312021647,25.713091981519042,2.5316455696202533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parva Liga Bulgarien,Central Defender,1488
O. Laaksonen,Haka,Haka,Ykkösliiga Finnland (2. Liga),LW,1488,,,,,,,54.2,53.4,55.0,62.9,65.8,53.9,41.6,54.8,Winger,80.95238095238095,,,,,,,,,90.47619047619048,90.47619047619048,95.23809523809523,,,,71.42857142857143,61.904761904761905,52.38095238095239,,,,,,,o. laaksonen,haka,,,,,,,,,,,,,,,,,,,,,45.59963520291838,20.51983584131327,94.98404012767898,99.27040583675331,29.867761057911537,0.27593312388030716,0.15917271599115923,0.7407770801143204,1.2092697240290333,-0.08768442113782166,,,,,,,,,,,,,,,,,,,,,,,Ykkösliiga Finnland (2. Liga),Winger,1488
M. Mitrović,Napredak Kruševac,Radnički Kragujevac,Superliga Serbien,LCB,1487,34.78260869565218,15.70291777188329,38.700430004777836,23.47826086956522,15.70291777188329,—,,,,,,,,,Central Defender,96.3855421686747,73.49397590361446,19.27710843373494,97.59036144578313,25.301204819277107,27.710843373493976,83.13253012048193,6.626506024096386,60.24096385542169,,,,,,,,,,,,,,,,m. mitrović,radnički kragujevac,60.4,45.5,43.7,3.5,8.7,68.8846835069853,68.24812264546117,70.38818289732407,41.08088041594953,19.27710843373494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Superliga Serbien,Central Defender,1487
L. Ennali,Houston Dynamo,Houston Dynamo,MLS,LB,1487,,,,,,,48.9,45.9,52.9,50.3,58.9,60.9,51.0,43.2,Fullback,1.3157894736842104,,1.3157894736842104,,,,,,,1.3157894736842104,27.631578947368425,30.263157894736842,6.578947368421052,92.10526315789474,19.736842105263158,,,,,,,,,,l. ennali,houston dynamo,,,,,,,,,,,33.64632237871675,1.1267605633802817,23.81846635367762,0.18779342723004694,10.109546165884193,-0.9680007423618224,-1.6454551460001623,-2.2059590606130293,-1.405261566026928,-0.49353738621739246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLS,Fullback,1487
E. Breivik,Molde,Molde,Eliteserien Norwegen,CF,1487,65.41822721598002,34.20674356257865,74.7458533975388,47.34082397003745,34.20674356257865,—,64.1,55.8,59.1,68.9,63.6,62.9,46.1,63.5,Striker,,,,93.54838709677419,,,,,,,,87.09677419354838,,,74.19354838709677,,,,96.7741935483871,,41.935483870967744,93.54838709677419,41.935483870967744,58.06451612903226,e. breivik,molde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2924791086350975,91.2057302029447,24.87067250298448,9.510545165141265,4.257859132510943,-0.24773700841752236,1.5205583012721575,1.3074303488471144,0.6111426475765215,-0.7482276090561747,Eliteserien Norwegen,Striker,1487
Tamble Monteiro,Rio Ave,Portimonense,Liga Portugal 2,CF,1487,50.936329588014985,93.32674599855807,70.9470304975923,77.15355805243446,50.936329588014985,Emerging Talent,56.6,51.4,55.1,46.5,50.9,52.4,45.6,56.5,Striker,,,,65.21739130434783,,,,,,,,21.73913043478261,,,78.26086956521739,,,,34.78260869565217,,69.56521739130434,8.695652173913043,47.82608695652174,78.26086956521739,tamble monteiro,portimonense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.36848388380422,54.83485873458018,85.51532033426183,58.09789096697175,81.17787504974135,0.11102631765511536,-0.44078790648435473,-0.17826929093845356,-0.6808867837593491,-0.4908294767411963,Liga Portugal 2,Striker,1487
Á. Thorsteinsson,Breidablik,Breidablik,Besta deild karla Island,RAMF,1487,94.16941694169418,85.89738588786909,37.199434229137196,85.61056105610561,37.199434229137196,Speed Demon,49.4,53.5,56.7,64.0,63.8,55.9,40.3,50.0,Winger,70.0,,,,,,,,,30.0,50.0,50.0,,,,65.0,50.0,50.0,,,,,,,á. thorsteinsson,breidablik,,,,,,,,,,,,,,,,,,,,,99.31600547195623,73.87140902872777,80.93935248518011,88.50889192886456,76.51618787049703,0.08513988817825653,0.31354528477050775,0.12964213704031183,-0.02755780699166878,-0.19876992675329466,,,,,,,,,,,,,,,,,,,,,,,Besta deild karla Island,Winger,1487
J. Völker,BAK 07 U19,BAK 07 U19,U19 Bundesliga,RCB,1487,72.5752508361204,82.6047997933646,59.34065934065934,90.16722408026756,59.34065934065934,Emerging Talent,42.4,53.9,55.2,52.1,53.1,42.6,49.2,41.5,Central Defender,35.08771929824561,22.22222222222222,99.12280701754386,0.5847953216374269,67.2514619883041,59.06432748538012,73.09941520467837,43.71345029239766,54.385964912280706,,,,,,,,,,,,,,,,j. völker,bak 07 u19,23.1,41.9,24.3,96.1,82.0,36.2898143428887,46.98662568127288,27.476767885969398,67.45206785290048,99.12280701754386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U19 Bundesliga,Central Defender,1487
I. El Hadj-Safi,Illertissen,Ulm U19,U19 Bundesliga,LW,1487,25.52255225522552,44.364256725420276,10.419613389910419,4.158415841584159,4.158415841584159,—,,,,,,,,,Winger,46.666666666666664,,,,,,,,,5.185185185185185,41.48148148148148,10.37037037037037,,,,62.96296296296296,60.74074074074074,56.2962962962963,,,,,,,i. el hadj-safi,ulm u19,,,,,,,,,,,,,,,,,,,,,80.20975832193342,87.00410396716826,35.11171910624715,23.164614683082537,62.927496580027366,0.08834266659559233,0.6108167199709481,-0.39568478175623667,-1.0336707148826574,-0.07512299108308457,,,,,,,,,,,,,,,,,,,,,,,U19 Bundesliga,Winger,1487
Raphinha,Barcelona,Barcelona,La Liga Spanien,LAMF,1487,,,,,,,57.5,69.5,78.7,69.2,70.8,64.3,34.4,58.0,Winger,82.35294117647058,,,,,,,,,85.29411764705883,86.76470588235294,97.05882352941177,,,,27.941176470588236,100.0,100.0,,,,,,,raphinha,barcelona,,,,,,,,,,,,,,,,,,,,,3.556771545827633,4.149566803465572,56.95394436844505,18.695850433196533,5.927952576379389,0.44035013990308214,2.7850663918257146,1.20323260042403,1.3479201639556317,1.5722185602549954,,,,,,,,,,,,,,,,,,,,,,,La Liga Spanien,Winger,1487
K. Skolik,Phönix Lübeck,Kickers Offenbach,Regionalliga Südwest,CF,1487,74.40699126092385,59.14707116541598,47.886570358480476,53.483146067415724,47.886570358480476,—,,,,,,,,,Striker,,,,50.0,,,,,,,,58.06451612903226,,,50.0,,,,48.38709677419355,,25.806451612903224,41.935483870967744,98.38709677419355,80.64516129032258,k. skolik,kickers offenbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.29486669319538,64.7433346597692,65.81774771189814,56.86430561082372,86.98766414643852,0.7522721516101496,0.062461047641164565,0.04446499350308164,-0.08068582663708765,1.1109474793510918,Regionalliga Südwest,Striker,1487
M. Samoise,Gent,Gent,Jupiler Pro League (Belgien),RB,1486,64.13641364136414,49.285131417380356,57.28429985855728,49.240924092409244,49.240924092409244,—,55.0,48.6,53.4,55.9,57.0,52.8,55.3,53.2,Fullback,38.095238095238095,,33.33333333333333,,,,,,,47.61904761904761,33.33333333333333,79.36507936507937,6.349206349206349,38.095238095238095,39.682539682539684,,,,,,,,,,m. samoise,gent,,,,,,,,,,,87.35524256651017,38.05946791862284,41.533646322378715,76.02503912363068,68.13771517996871,-0.04851907910791505,-0.4636712653123057,-1.388731871340129,0.23423709090599784,0.01649471767904733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiler Pro League (Belgien),Fullback,1486
L. Schneider,Chemnitzer FC U17,Chemnitzer FC U17,U17 Bundesliga,CF,1486,32.08489388264669,44.890102511303105,27.01979668271803,38.65168539325843,27.01979668271803,—,35.7,45.1,50.8,47.0,54.7,47.7,45.7,36.6,Striker,,,,5.472636815920398,,,,,,,,4.975124378109453,,,12.437810945273633,,,,17.91044776119403,,26.865671641791046,45.27363184079602,1.9900497512437811,62.68656716417911,l. schneider,chemnitzer fc u17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.13131715081576,28.849980103462,35.13728611221648,29.3274970155193,40.62873060087544,0.7603966844911269,-0.5328781731418526,-0.9615620560853626,-0.7960808353651361,-1.0173364935561675,U17 Bundesliga,Striker,1486
M. Komenda,Arka Gdynia,Holstein Kiel,2. Bundesliga,LCB,1486,21.850613154960982,45.06323205212398,45.1505016722408,50.23411371237459,21.850613154960982,—,,,,,,,,,Central Defender,89.65517241379311,95.40229885057471,97.70114942528735,29.88505747126437,95.40229885057471,35.63218390804598,24.137931034482758,55.172413793103445,58.620689655172406,,,,,,,,,,,,,,,,m. komenda,holstein kiel,48.9,87.3,2.6,21.7,29.1,64.86139766786357,86.96918568822971,36.82078009110792,55.24352750782505,97.70114942528735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Bundesliga,Central Defender,1486
M. Ojeda,Orlando City,Orlando City,MLS,CF,1486,,,,,,,62.0,57.5,75.3,69.7,62.9,59.9,52.6,60.8,Striker,,,,83.92857142857143,,,,,,,,83.92857142857143,,,10.714285714285714,,,,76.78571428571429,,62.5,87.5,53.57142857142857,78.57142857142857,m. ojeda,orlando city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.873855949064863,91.00676482292081,10.664544369279746,31.15797851173896,8.794269797055312,0.14757279544966223,1.2506845588457909,0.08393850594789976,1.1523134126780887,0.11579768926494727,MLS,Striker,1486
L. Fender,HSC Hannover,HSC Hannover,Regionalliga Nord,CF,1486,44.19475655430711,59.90958064153362,36.6506153023007,28.539325842696634,28.539325842696634,—,47.1,49.5,61.7,56.9,62.5,45.9,42.4,47.1,Striker,,,,68.25396825396825,,,,,,,,85.71428571428571,,,23.809523809523807,,,,38.095238095238095,,58.730158730158735,52.38095238095239,50.79365079365079,17.46031746031746,l. fender,hsc hannover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.16036609629924,81.89415041782729,84.20214882610426,86.74890569040987,68.4440907282133,-0.8294421262388416,0.05069363747929054,-0.023773736792337297,0.1967880851778704,-0.19277328368344965,Regionalliga Nord,Striker,1486
D. Udogie,Tottenham Hotspur,Tottenham Hotspur,Premier League England,LB,1486,77.77777777777777,98.20720062587105,73.36162187647336,87.06270627062706,73.36162187647336,Complete Athlete,49.8,47.9,47.6,48.1,55.8,60.5,52.3,47.8,Fullback,55.714285714285715,,21.428571428571427,,,,,,,11.428571428571429,32.857142857142854,15.714285714285714,98.57142857142858,90.0,17.142857142857142,,,,,,,,,,d. udogie,tottenham hotspur,,,,,,,,,,,25.16431924882629,14.86697965571205,70.32863849765259,11.956181533646323,59.49921752738654,-0.670933657819253,-0.8349860678413186,1.8607020797318792,-0.7211760586483305,0.19926883087731675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier League England,Fullback,1486
R. Ion,Concordia Chiajna,Olympic Charleroi,Challenger Pro League (Belgien),CF,1486,,,,,,,,,,,,,,,Striker,,,,93.02325581395348,,,,,,,,67.44186046511628,,,11.627906976744185,,,,51.162790697674424,,6.976744186046512,6.976744186046512,2.3255813953488373,83.72093023255815,r. ion,olympic charleroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.00756068444091,74.61201750895344,54.43692797453244,9.669717469160366,13.450059689614008,0.6442022216338631,0.5344634282387931,0.20790749544399512,-0.9409656946037122,-1.145064733496631,Challenger Pro League (Belgien),Striker,1486
S. Vanderhallen,Lierse Kempenzonen,Lierse Kempenzonen,Challenger Pro League (Belgien),CB,1486,,,,,,,45.3,49.0,48.4,51.2,51.5,43.3,57.5,44.5,Central Defender,30.48780487804878,64.63414634146342,69.51219512195121,32.926829268292686,40.243902439024396,10.975609756097562,60.97560975609756,54.87804878048781,46.34146341463415,,,,,,,,,,,,,,,,s. vanderhallen,lierse kempenzonen,69.0,82.4,65.0,89.1,95.1,47.05863577429924,50.9393262723199,28.985747209542325,50.14017016114621,69.51219512195121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenger Pro League (Belgien),Central Defender,1486
O. Musolitin,Nõmme Kalju,Nõmme Kalju,Meistriliiga Estland,DMF,1486,,,,,,,52.5,57.4,57.8,62.9,56.5,55.6,56.6,52.3,Midfielder,72.22222222222221,,83.33333333333334,52.77777777777778,,,,,,91.66666666666666,,75.0,61.111111111111114,,41.66666666666667,,63.888888888888886,,58.333333333333336,36.11111111111111,,,,,o. musolitin,nõmme kalju,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.643649815043155,83.6498150431566,93.31689272503083,56.96670776818742,40.86313193588163,99.28483353884093,0.09076362700083909,0.2706215317365236,0.5146632693957318,0.26970712992132306,-0.11286645384137357,0.7035723896129996,,,,,,,,,,,Meistriliiga Estland,Midfielder,1486
B. Van Zijl,De Graafschap,VVV Venlo,Eerste Divisie Niederlande (2. Liga),CF,1486,81.77278401997502,59.97397638822622,53.825575173889774,61.19850187265918,53.825575173889774,Emerging Talent,,,,,,,,,Striker,,,,1.639344262295082,,,,,,,,31.147540983606557,,,72.1311475409836,,,,60.65573770491803,,68.85245901639344,86.88524590163934,26.229508196721312,95.08196721311475,b. van zijl,vvv venlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.96100278551532,30.561082371667332,30.521289295662555,71.26939912455232,28.690807799442897,1.3072475206399892,-0.35985614863229126,-0.3629014010176359,0.5813759810231001,-0.44102489147386753,Eerste Divisie Niederlande (2. Liga),Striker,1486
D. Preisler,Artis Brno,Ruch Chorzów,1. Liga Polen (2. Liga),LB,1486,37.733773377337734,61.800532094025726,48.986327204148985,47.12871287128713,37.733773377337734,—,,,,,,,,,Fullback,80.3030303030303,,96.96969696969697,,,,,,,86.36363636363636,92.42424242424242,100.0,18.181818181818183,40.909090909090914,90.9090909090909,,,,,,,,,,d. preisler,ruch chorzów,,,,,,,,,,,13.708920187793428,35.0547730829421,5.884194053208137,90.29733959311424,17.58998435054773,1.6171798460894522,1.1312659452451497,-1.079367957571618,1.3030133595439701,0.5321028872064315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. Liga Polen (2. Liga),Fullback,1486
S. Kingsley,Hearts,Hearts,Scottish Premiership,LB,1485,16.941694169416945,33.093347011310236,33.8048090523338,29.174917491749177,16.941694169416945,—,59.9,53.8,54.9,56.6,49.9,47.3,57.6,53.7,Fullback,21.818181818181817,,83.63636363636363,,,,,,,81.81818181818183,69.0909090909091,52.72727272727272,69.0909090909091,36.36363636363637,29.09090909090909,,,,,,,,,,s. kingsley,hearts,,,,,,,,,,,73.20813771517997,91.11111111111111,56.995305164319255,74.36619718309859,46.5414710485133,0.6377336989312256,0.4686705839778368,-0.17767070621284356,0.08219507339715178,-0.250150364225768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scottish Premiership,Fullback,1485
Y. Kechta,Leganés,Le Havre,Ligue 1 Frankreich,LCMF,1485,49.92816091954023,29.801972518525425,56.86576354679802,46.508620689655174,29.801972518525425,—,,,,,,,,,Midfielder,37.11340206185567,,25.773195876288657,48.45360824742268,,,,,,18.556701030927837,,18.556701030927837,6.185567010309279,,67.0103092783505,,70.10309278350515,,12.371134020618557,55.670103092783506,,,,,y. kechta,le havre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.01356350184957,34.673242909987664,49.34648581997534,88.3600493218249,72.82367447595561,16.720098643649813,-0.5239798289018266,-0.45582704522641565,-0.44887362725772223,0.15891886279939565,-0.06716345471242127,-0.8367556547249927,,,,,,,,,,,Ligue 1 Frankreich,Midfielder,1485
E. Borie,Köln II,Köln II,Regionalliga West,AMF,1485,68.46264367816092,59.89581465248237,27.27832512315271,75.38793103448276,27.27832512315271,Emerging Talent,54.4,50.9,52.5,50.1,56.9,50.6,41.1,53.7,Midfielder,78.2051282051282,,2.564102564102564,92.3076923076923,,,,,,3.8461538461538463,,52.56410256410257,80.76923076923077,,12.82051282051282,,89.74358974358975,,46.15384615384615,44.871794871794876,,,,,e. borie,köln ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38347718865598,69.69173859432799,54.35265104808879,79.97533908754623,29.099876695437732,17.11467324290999,-0.5139819438385178,0.4093624034444955,0.9849987459403741,1.199296331260718,-0.010664998013273105,-0.5678938677493277,,,,,,,,,,,Regionalliga West,Midfielder,1485
I. Skrypnyk,Gagra,Gagra,Erovnuli Liga Georgien,RCMF,1485,30.172413793103445,41.05511538489129,18.6884236453202,27.025862068965516,18.6884236453202,—,49.3,53.7,57.1,57.3,58.0,42.3,44.0,47.7,Midfielder,27.027027027027028,,59.45945945945946,45.94594594594595,,,,,,32.432432432432435,,78.37837837837837,10.81081081081081,,51.35135135135135,,75.67567567567568,,29.72972972972973,64.86486486486487,,,,,i. skrypnyk,gagra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.86559802712701,55.58569667077682,76.69543773119607,93.90875462392108,86.1652281134402,43.89642416769421,-0.31541950109915073,-0.2796949040471235,-0.5014780827893193,0.23471416689905367,0.2591506979854799,-0.47379962899019934,,,,,,,,,,,Erovnuli Liga Georgien,Midfielder,1485
A. Omic,Čelik,Sloga Doboj,Premijer Liga Bosnien-Herzegowina,RCB,1485,37.23522853957636,37.28573491385268,46.67940754897277,45.21739130434783,37.23522853957636,—,,,,,,,,,Central Defender,16.9811320754717,16.9811320754717,1.8867924528301887,60.37735849056604,16.9811320754717,39.62264150943396,5.660377358490567,30.18867924528302,75.47169811320755,,,,,,,,,,,,,,,,a. omic,sloga doboj,9.6,22.8,91.0,14.7,69.2,25.57067101418177,25.26114195298818,57.09248015635289,16.799770823523907,1.8867924528301887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premijer Liga Bosnien-Herzegowina,Central Defender,1485
Gonçalo Ramos,Milan,PSG,Ligue 1 Frankreich,CF,1485,66.79151061173532,53.392264503691635,83.84162653825574,48.98876404494382,48.98876404494382,Emerging Talent,,,,,,,,,Striker,,,,86.66666666666667,,,,,,,,15.555555555555555,,,100.0,,,,82.22222222222221,,100.0,33.33333333333333,95.55555555555556,35.55555555555556,gonçalo ramos,psg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.714683645045762,14.285714285714285,24.512534818941504,12.972542777556706,27.57660167130919,-0.5989412192995383,0.0329869379432092,1.3815913727526923,0.2386249849323375,1.4095896822132548,Ligue 1 Frankreich,Striker,1485
I. Svržnjak,Aluminij,Aluminij,Prva Liga Slowenien,CF,1485,,,,,,,51.5,44.7,45.8,58.7,49.4,50.0,48.5,50.1,Striker,,,,94.11764705882352,,,,,,,,41.17647058823529,,,76.47058823529412,,,,50.0,,5.88235294117647,11.76470588235294,26.47058823529412,70.58823529411765,i. svržnjak,aluminij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.66215678471946,62.23637087146836,97.65220851571826,22.682053322721845,38.99721448467967,-0.02040302050057164,-0.10536550871174888,0.5286564113062757,-0.8810619481533178,-0.9878499051183522,Prva Liga Slowenien,Striker,1485
M. Ingvartsen,San Diego,San Diego,MLS,CF,1485,,,,,,,59.3,60.3,64.5,60.1,64.1,60.4,43.4,59.6,Striker,,,,75.0,,,,,,,,55.35714285714286,,,60.71428571428571,,,,83.92857142857143,,85.71428571428571,83.92857142857143,69.64285714285714,33.92857142857143,m. ingvartsen,san diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.716673298846,80.70035813768405,27.775567051333066,93.35455630720256,38.79824910465579,-0.7438829821143882,0.4665173718053759,-0.08412091370715358,1.2347849845431222,0.7161011702553901,MLS,Striker,1485
